order_id,client_first_name,client_last_name,client_email,client_gender,client_birthdate,client_ip_address,purchase_date,functional_unit_id,product_rating,product_category,product_price,product_id
375,Caryl,Wathan,cwathanae@cbslocal.com,Female,11/11/1992,235.49.73.84,15/01/2019,9,,Clothing,"€11,88",30
749,Duff,Supple,dsuppleks@live.com,Male,06/02/1947,189.116.139.243,27/01/2019,1,,Beauty,"€16,45",10
608,Christopher,Moir,cmoirgv@cam.ac.uk,Male,10/11/1956,37.225.212.13,30/01/2019,8,,Beauty,"€5,03",13
699,Janos,Lake,jlakeje@goo.ne.jp,Male,27/03/1997,73.163.104.161,22/01/2019,5,,Clothing,"€27,36",30
452,Jeramie,Fernandez,jfernandezcj@photobucket.com,Male,14/07/2007,169.231.245.246,29/01/2019,1,4.0,Electronics,"€10,37",41
532,Engracia,Potbury,epotburyer@nba.com,Female,07/02/1952,206.172.29.253,24/01/2019,7,,Health,"€7,65",71
966,Ofilia,Sterry,osterryqt@wired.com,Female,26/01/1938,158.194.12.228,20/01/2019,5,3.0,Shoes,"€16,63",110
709,Blanch,Lande,blandejo@smugmug.com,Female,15/02/1946,187.223.231.117,23/01/2019,1,3.0,Health,"€8,65",70
754,Tudor,Jenken,tjenkenkx@unc.edu,Male,01/10/1955,181.181.102.38,30/01/2019,2,,Books,"€5,71",20
838,De,Tiddy,dtiddyn9@chron.com,Female,13/01/1978,81.115.173.143,11/01/2019,10,3.0,Beauty,"€13,95",10
534,Nessi,Metzig,nmetziget@bloglines.com,Female,27/06/1944,0.34.49.3,29/01/2019,2,,Books,"€22,73",20
262,Tremayne,Nielson,tnielson79@google.es,Male,13/08/1965,184.98.86.33,28/01/2019,9,,Music,"€7,04",100
626,Millard,Beedham,mbeedhamhd@fda.gov,Male,18/04/1959,123.255.232.207,18/01/2019,8,1.0,Music,"€25,92",101
268,Eve,Colquhoun,ecolquhoun7f@quantcast.com,Female,05/12/1959,,22/01/2019,10,,Home,"€6,44",80
573,Rip,Riccetti,rriccettifw@nhs.uk,Male,08/08/1954,76.236.244.176,23/01/2019,6,,Books,"€18,71",24
712,Rossie,Burge,rburgejr@goodreads.com,Male,27/11/1994,224.140.234.191,24/01/2019,4,,Electronics,"€10,78",42
122,Darell,Fibbens,dfibbens3d@washingtonpost.com,Female,25/11/2004,,16/01/2019,1,,Grocery,"€13,47",61
390,Arny,Broker,abrokerat@state.gov,Male,26/11/2007,157.132.238.120,10/01/2019,3,,Movies,"€16,25",93
16,Elvis,Blewett,eblewettf@360.cn,Male,02/05/1938,109.50.196.137,13/01/2019,2,1.0,Music,"€17,73",102
632,Townsend,Lowles,tlowleshj@discovery.com,Male,14/10/1946,46.110.107.162,25/01/2019,8,,Games,"€0,74",50
740,Erin,Costello,ecostellokj@craigslist.org,Female,26/03/2011,35.126.209.177,25/01/2019,5,2.0,Books,"€3,50",20
360,Reagan,Kamien,rkamien9z@51.la,Male,12/08/2000,167.104.29.41,21/01/2019,10,4.0,Baby,"€4,05",0
76,Renell,Rosenkrantz,rrosenkrantz23@ucsd.edu,Female,16/10/1932,170.82.165.254,18/01/2019,6,5.0,Books,"€9,36",21
661,Larissa,Riggs,lriggsic@boston.com,Female,23/05/2001,242.199.151.23,15/01/2019,3,1.0,Books,"€28,31",21
399,Rubin,Dobson,rdobsonb2@yellowbook.com,Male,11/06/2015,120.250.163.72,18/01/2019,5,5.0,Grocery,"€23,50",63
931,Katina,Lamprecht,klamprechtpu@shareasale.com,Female,01/07/1941,,20/01/2019,9,3.0,Clothing,"€3,96",33
502,Ignace,Castletine,icastletinedx@fda.gov,Male,31/07/1977,225.97.227.7,12/01/2019,10,3.0,Games,"€16,57",51
181,Emerson,Errowe,eerrowe50@patch.com,Male,06/10/1992,90.41.32.5,18/01/2019,5,3.0,Books,"€19,91",23
524,Carol-jean,Manton,cmantonej@nih.gov,Female,16/11/1954,,30/01/2019,2,3.0,Movies,"€0,24",94
539,Sonnnie,Voaden,svoadeney@jimdo.com,Female,28/01/1985,199.78.29.202,29/01/2019,2,,Books,"€19,39",21
164,Lucky,Pillans,lpillans4j@ftc.gov,Female,22/10/1957,191.232.251.44,31/01/2019,7,3.0,Beauty,"€7,85",14
284,Adrianne,Woodhams,awoodhams7v@marriott.com,Female,09/05/1964,113.190.116.39,31/01/2019,3,,Toys,"€18,57",121
606,Court,Kinig,ckiniggt@dropbox.com,Male,28/04/1988,58.238.158.109,21/01/2019,1,4.0,Movies,"€1,81",91
254,Sayre,Loisi,sloisi71@flavors.me,Female,25/12/1967,49.209.110.25,11/01/2019,3,3.0,Games,"€1,97",54
335,Ame,Bennike,abennike9a@ezinearticles.com,Female,02/10/1959,139.215.102.127,27/01/2019,3,1.0,Electronics,"€22,85",44
621,Nicolai,Rowlin,nrowlinh8@github.com,Male,30/08/1977,196.42.147.52,12/01/2019,10,5.0,Clothing,"€5,96",31
459,Guss,Davidesco,gdavidescocq@biglobe.ne.jp,Male,12/08/2018,241.0.58.174,27/01/2019,1,1.0,Home,"€20,56",80
71,Maddy,Wolverson,mwolverson1y@icq.com,Female,29/01/1968,222.168.28.43,15/01/2019,8,4.0,Grocery,"€4,54",64
249,Grethel,Popland,gpopland6w@techcrunch.com,Female,07/01/1934,218.25.65.57,25/01/2019,7,4.0,Music,"€23,90",102
721,Curtice,Dunican,cdunicank0@lycos.com,Male,24/03/1943,,09/01/2019,7,5.0,Grocery,"€28,56",60
468,Liva,Keller,lkellercz@upenn.edu,Female,27/01/1958,11.244.186.75,14/01/2019,2,,Books,"€5,82",20
156,Dari,Golsthorp,dgolsthorp4b@yahoo.com,Female,03/06/2009,147.209.65.143,29/01/2019,9,4.0,Toys,"€7,38",121
336,Filberto,Mynott,fmynott9b@utexas.edu,Male,31/01/1993,145.125.90.162,14/01/2019,3,,Health,"€27,52",73
442,Archaimbaud,Hayter,ahayterc9@hexun.com,Male,12/01/1992,119.243.122.233,19/01/2019,7,5.0,Home,"€14,42",84
56,Cyrill,Vannoort,cvannoort1j@guardian.co.uk,Male,05/07/1974,65.248.104.161,11/01/2019,10,2.0,Toys,"€27,48",120
630,Bernard,Whordley,bwhordleyhh@lycos.com,Male,06/04/2013,100.99.96.117,18/01/2019,7,,Clothing,"€15,93",31
597,Leshia,GiacobbiniJacob,lgiacobbinijacobgk@webeden.co.uk,Female,01/03/1949,164.92.190.224,21/01/2019,8,,Beauty,"€14,15",12
929,Myrtice,Merigot,mmerigotps@smugmug.com,Female,03/01/1951,234.52.93.120,21/01/2019,4,5.0,Clothing,"€14,61",30
185,Agneta,Gillmor,agillmor54@seattletimes.com,Female,23/06/1930,6.250.41.214,09/01/2019,4,4.0,Shoes,"€7,76",110
625,Doralynne,Kurton,dkurtonhc@cbc.ca,Female,22/01/1943,231.159.66.187,13/01/2019,2,3.0,Movies,"€26,58",94
751,Flin,Chastand,fchastandku@wiley.com,Male,27/06/1941,208.60.214.10,09/01/2019,9,4.0,Grocery,"€19,63",62
219,Bradford,Leece,bleece62@reference.com,Male,17/07/1970,85.62.29.72,11/01/2019,7,3.0,Baby,"€27,77",0
300,Urbanus,Davidovsky,udavidovsky8b@163.com,Male,15/12/2012,53.249.59.103,11/01/2019,9,,Toys,"€24,33",122
577,Em,Halsey,ehalseyg0@people.com.cn,Female,21/04/2017,71.253.150.86,13/01/2019,5,,Toys,"€16,96",123
259,Rice,Cunnington,rcunnington76@sphinn.com,Male,23/04/2000,154.205.2.227,19/01/2019,6,3.0,Grocery,"€9,16",64
438,Linell,Bowkett,lbowkettc5@craigslist.org,Female,22/11/2014,136.40.36.239,13/01/2019,4,5.0,Health,"€11,23",70
744,Alvera,Pycock,apycockkn@godaddy.com,Female,01/07/2005,141.222.73.169,12/01/2019,7,1.0,Home,"€21,66",84
827,Hobie,Woolmer,hwoolmermy@buzzfeed.com,Male,07/06/1930,240.19.52.158,23/01/2019,10,,Books,"€14,86",23
958,Tandie,Boath,tboathql@jalbum.net,Female,23/04/1961,100.65.50.219,17/01/2019,3,4.0,Health,"€29,42",71
47,Beverlie,Noquet,bnoquet1a@ask.com,Female,07/09/1961,147.12.253.193,19/01/2019,2,,Movies,"€27,79",94
835,Caro,Minto,cminton6@mozilla.org,Female,02/01/1993,189.79.37.54,30/01/2019,1,3.0,Beauty,"€15,91",12
89,Ermin,Castellini,ecastellini2g@mayoclinic.com,Male,29/12/1952,181.196.205.166,26/01/2019,5,1.0,Toys,"€24,65",121
449,Washington,Formilli,wformillicg@washingtonpost.com,Male,26/05/1950,185.240.113.89,28/01/2019,9,1.0,Health,"€24,96",71
677,Shepard,Key,skeyis@wisc.edu,Male,16/11/1931,152.41.76.125,28/01/2019,6,5.0,Grocery,"€16,44",64
517,Cindelyn,Greensides,cgreensidesec@sphinn.com,Female,16/07/1974,85.191.191.104,29/01/2019,7,,Baby,"€20,82",2
131,Muffin,Carrier,mcarrier3m@issuu.com,Female,17/09/1958,142.242.207.151,13/01/2019,3,,Movies,"€16,71",93
681,Ivette,Smitheram,ismitheramiw@newyorker.com,Female,28/04/1975,60.14.240.73,29/01/2019,7,5.0,Toys,"€0,44",120
679,Reamonn,Halpine,rhalpineiu@multiply.com,Male,20/04/1994,60.100.216.132,22/01/2019,6,,Movies,"€29,63",94
779,Casey,Bradborne,cbradbornelm@wiley.com,Female,06/10/1990,169.101.33.231,28/01/2019,5,1.0,Grocery,"€12,39",64
964,Sonya,O'Siaghail,sosiaghailqr@unc.edu,Female,02/06/1932,217.209.200.26,18/01/2019,3,5.0,Games,"€29,82",54
396,Joyce,Yewdell,jyewdellaz@ted.com,Female,02/08/1947,117.0.4.52,11/01/2019,4,3.0,Music,"€13,65",103
773,Arda,Gradly,agradlylg@fda.gov,Female,08/10/1953,150.167.175.97,09/01/2019,2,4.0,Movies,"€3,41",93
980,Blondelle,Davidove,bdavidover7@addthis.com,Female,04/06/1957,213.204.102.159,14/01/2019,7,1.0,Grocery,"€16,49",63
579,Georges,Prescot,gprescotg2@amazon.co.uk,Male,24/12/1969,108.164.45.124,16/01/2019,5,1.0,Clothing,"€24,81",30
713,Bendite,Ponceford,bponcefordjs@people.com.cn,Female,18/05/2006,12.112.204.22,19/01/2019,6,3.0,Electronics,"€15,24",43
108,Gawain,Trail,gtrail2z@yellowpages.com,Male,19/03/2003,,27/01/2019,7,,Beauty,"€19,15",10
720,Clarice,Kose,ckosejz@creativecommons.org,Female,07/03/1988,138.87.250.220,09/01/2019,9,,Toys,"€26,14",124
73,Cele,Becom,cbecom20@gmpg.org,Female,03/03/1972,164.98.44.18,28/01/2019,4,5.0,Grocery,"€17,75",62
811,Sophronia,Joron,sjoronmi@toplist.cz,Female,14/06/2000,21.145.160.15,12/01/2019,5,,Toys,"€5,50",120
899,Katina,Nelthropp,knelthroppoy@domainmarket.com,Female,25/11/1968,35.209.202.122,25/01/2019,6,1.0,Health,"€25,93",71
883,Felix,McAllister,fmcallisteroi@amazon.co.jp,Male,02/08/2008,56.41.213.111,22/01/2019,4,,Shoes,"€3,88",112
596,Lyndy,Denniss,ldennissgj@pinterest.com,Female,24/04/1980,53.194.198.226,21/01/2019,8,4.0,Shoes,"€24,27",113
542,Conway,Blyden,cblydenf1@auda.org.au,Male,13/06/1997,184.243.47.119,31/01/2019,8,1.0,Beauty,"€4,96",14
995,Reyna,Guly,rgulyrm@accuweather.com,Female,24/11/2011,177.189.198.195,10/01/2019,10,,Electronics,"€20,52",42
258,Bentley,Stennett,bstennett75@toplist.cz,Male,30/04/1981,155.131.110.188,27/01/2019,8,,Clothing,"€20,94",33
947,Tab,Grinov,tgrinovqa@last.fm,Male,28/05/1932,162.55.68.205,10/01/2019,8,4.0,Clothing,"€9,10",33
461,Aldo,Dametti,adamettics@constantcontact.com,Male,21/04/1940,159.149.135.81,21/01/2019,4,,Books,"€2,29",22
845,Clayton,Edworthye,cedworthyeng@narod.ru,Male,08/03/1948,,11/01/2019,1,,Games,"€11,71",54
109,Drusi,Eton,deton30@shop-pro.jp,Female,13/10/1975,,13/01/2019,2,1.0,Music,"€24,50",103
563,Casi,Bradd,cbraddfm@hibu.com,Female,08/04/2016,2.177.100.148,10/01/2019,3,2.0,Clothing,"€0,15",34
752,Gasper,Atchly,gatchlykv@163.com,Male,21/08/1933,93.91.96.197,17/01/2019,8,4.0,Baby,"€3,75",3
599,Virgie,Rafter,vraftergm@liveinternet.ru,Male,04/04/1953,168.149.90.27,22/01/2019,3,,Games,"€22,53",53
310,Aharon,Kasbye,akasbye8l@google.com.au,Male,28/09/1996,106.167.86.195,21/01/2019,3,1.0,Music,"€26,62",100
801,Rhodie,Dunnion,rdunnionm8@census.gov,Female,15/12/1982,109.33.194.81,23/01/2019,10,,Clothing,"€3,16",31
309,Ricoriki,Millsom,rmillsom8k@mlb.com,Male,04/01/1982,,31/01/2019,4,,Home,"€29,93",84
275,Yolanda,O'Brien,yobrien7m@yahoo.com,Female,07/07/1974,251.90.160.91,18/01/2019,7,2.0,Shoes,"€9,80",112
348,Emmalyn,Scollan,escollan9n@google.ca,Female,04/12/1963,183.192.228.64,19/01/2019,3,,Books,"€5,74",21
384,Merry,Tapson,mtapsonan@about.com,Male,23/05/1940,213.231.166.186,15/01/2019,3,1.0,Books,"€12,36",20
419,Addy,Howen,ahowenbm@go.com,Female,02/01/2017,,23/01/2019,9,,Movies,"€6,58",91
312,Henrieta,Godier,hgodier8n@de.vu,Female,19/04/1934,222.248.2.192,21/01/2019,3,5.0,Music,"€18,30",103
369,Farra,Castagna,fcastagnaa8@sakura.ne.jp,Female,26/08/1943,210.202.192.22,20/01/2019,3,1.0,Movies,"€29,44",92
829,Joelly,Lomaz,jlomazn0@t-online.de,Female,03/01/1950,239.112.5.104,27/01/2019,5,4.0,Baby,"€12,24",1
362,Clementius,Mainds,cmaindsa1@twitter.com,Male,23/03/1966,52.232.12.227,15/01/2019,10,4.0,Toys,"€25,84",124
141,Lula,Brandham,lbrandham3w@lulu.com,Female,31/08/1989,135.164.139.47,23/01/2019,1,5.0,Health,"€18,36",73
74,Brittan,Vassman,bvassman21@nbcnews.com,Female,23/08/1949,240.219.200.4,09/01/2019,10,4.0,Electronics,"€2,94",44
223,Jim,Halsall,jhalsall66@barnesandnoble.com,Male,08/07/1975,201.140.125.201,31/01/2019,10,,Grocery,"€5,72",63
789,Erick,Cutting,ecuttinglw@gizmodo.com,Male,11/04/2012,6.73.0.168,16/01/2019,6,2.0,Games,"€9,85",53
20,Flory,Hayhurst,fhayhurstj@tumblr.com,Male,02/12/1999,180.185.183.51,27/01/2019,4,5.0,Games,"€21,44",54
400,Jorey,Galbraeth,jgalbraethb3@bing.com,Female,18/08/2010,,24/01/2019,5,4.0,Grocery,"€13,60",62
6,Pamelina,Bales,pbales5@hugedomains.com,Female,04/02/1974,25.220.82.120,18/01/2019,9,2.0,Electronics,"€19,16",41
863,Armando,Hastwell,ahastwellny@blog.com,Male,07/08/1970,248.160.20.95,17/01/2019,1,,Health,"€7,22",73
552,Jody,Brobyn,jbrobynfb@hc360.com,Male,05/08/1957,,20/01/2019,7,5.0,Clothing,"€1,88",33
825,Judon,Kenworth,jkenworthmw@harvard.edu,Male,12/02/2017,185.57.250.163,28/01/2019,9,5.0,Home,"€0,99",83
407,Sebastien,Yeend,syeendba@cargocollective.com,Male,12/04/1992,202.178.250.9,10/01/2019,7,5.0,Grocery,"€0,52",62
628,Glynn,Eastby,geastbyhf@census.gov,Male,25/11/1995,82.34.100.181,26/01/2019,10,4.0,Home,"€15,89",82
93,Kacie,Prandi,kprandi2k@ucsd.edu,Female,05/02/1946,104.59.157.111,13/01/2019,3,2.0,Baby,"€21,95",0
351,Gunther,Vodden,gvodden9q@sourceforge.net,Male,15/10/2011,39.17.78.85,27/01/2019,4,2.0,Grocery,"€27,09",62
592,Esme,Cuzen,ecuzengf@stanford.edu,Female,09/03/1999,19.57.106.191,22/01/2019,7,2.0,Toys,"€27,13",124
907,Tobit,Scutchin,tscutchinp6@answers.com,Male,25/07/1972,159.163.133.140,30/01/2019,5,1.0,Baby,"€26,44",1
567,Valli,Budd,vbuddfq@pbs.org,Female,14/04/1934,181.128.119.36,23/01/2019,10,3.0,Beauty,"€3,45",14
614,Dore,Ondrasek,dondrasekh1@nih.gov,Female,23/07/1994,186.244.138.112,30/01/2019,9,4.0,Baby,"€8,37",3
129,Dev,Feronet,dferonet3k@gnu.org,Male,10/12/2001,178.214.142.214,24/01/2019,5,,Health,"€9,76",70
217,Dorthy,Greenhow,dgreenhow60@google.com.au,Female,20/05/1985,,28/01/2019,1,2.0,Electronics,"€20,80",41
963,Jedediah,Tansey,jtanseyqq@eventbrite.com,Male,26/05/1976,35.255.107.99,25/01/2019,3,3.0,Electronics,"€26,16",44
586,Christophe,Cannings,ccanningsg9@acquirethisname.com,Male,01/10/1971,107.250.21.0,27/01/2019,8,,Home,"€20,07",81
910,Tania,Connechie,tconnechiep9@ibm.com,Female,11/01/1950,77.158.83.134,15/01/2019,10,2.0,Beauty,"€20,20",14
225,Ruttger,Luxmoore,rluxmoore68@163.com,Male,21/06/1932,,20/01/2019,3,2.0,Home,"€11,64",83
854,Patti,Loos,ploosnp@wired.com,Female,17/07/1983,93.216.187.38,26/01/2019,9,,Shoes,"€20,75",110
826,Vera,Flexman,vflexmanmx@jigsy.com,Female,15/04/2005,90.22.151.219,28/01/2019,9,1.0,Clothing,"€2,69",30
364,Trefor,Price,tpricea3@samsung.com,Male,29/10/2005,,09/01/2019,5,,Games,"€9,72",53
782,Pattie,Pregal,ppregallp@imgur.com,Female,22/08/1968,225.226.182.94,26/01/2019,8,4.0,Games,"€28,57",54
99,Hew,Poolton,hpoolton2q@google.fr,Male,01/06/1995,44.18.126.155,19/01/2019,9,3.0,Music,"€20,72",104
411,Joye,Sivess,jsivessbe@ifeng.com,Female,28/07/1946,192.18.75.46,21/01/2019,8,3.0,Shoes,"€12,18",111
84,Britni,Portlock,bportlock2b@google.it,Female,27/05/1992,126.143.210.165,28/01/2019,8,1.0,Music,"€4,76",103
374,Camila,Gazey,cgazeyad@ed.gov,Female,19/08/2009,178.90.83.99,11/01/2019,4,2.0,Games,"€29,60",50
18,Taffy,Trewman,ttrewmanh@businessinsider.com,Female,06/05/1967,232.135.135.126,19/01/2019,3,1.0,Toys,"€2,76",120
513,Charisse,Hulatt,chulatte8@tripadvisor.com,Female,20/04/1952,207.73.180.233,10/01/2019,9,5.0,Shoes,"€21,01",112
613,Carr,Biffen,cbiffenh0@imageshack.us,Male,19/04/1947,,19/01/2019,4,1.0,Home,"€11,70",81
187,Kendall,Hurling,khurling56@dyndns.org,Male,31/07/1978,184.251.81.174,23/01/2019,6,,Movies,"€13,95",93
67,Arline,Penton,apenton1u@nyu.edu,Female,28/01/1996,,17/01/2019,5,,Games,"€3,07",51
568,Creight,Goddert.sf,cgoddertsffr@constantcontact.com,Male,07/11/1941,30.107.9.4,21/01/2019,4,2.0,Baby,"€20,64",2
115,Corney,Durno,cdurno36@squarespace.com,Male,07/03/2012,118.5.34.123,11/01/2019,9,2.0,Clothing,"€25,42",34
822,Wilbert,McCrisken,wmccriskenmt@netvibes.com,Male,15/05/1939,188.22.206.248,29/01/2019,9,5.0,Music,"€4,19",100
537,Malva,Greenier,mgreenierew@mtv.com,Female,31/10/1988,230.233.8.69,21/01/2019,2,1.0,Games,"€7,85",52
155,Leisha,Fladgate,lfladgate4a@craigslist.org,Female,08/08/1989,249.77.40.226,30/01/2019,4,,Beauty,"€18,24",10
753,Dalli,McMichell,dmcmichellkw@gmpg.org,Male,07/03/1964,90.251.65.51,21/01/2019,1,2.0,Games,"€25,47",50
36,Buddie,Jurasek,bjurasekz@istockphoto.com,Male,04/04/1992,131.231.76.208,24/01/2019,2,3.0,Music,"€1,10",104
25,Lidia,De Blasi,ldeblasio@purevolume.com,Female,11/03/1958,183.85.39.84,22/01/2019,9,1.0,Electronics,"€1,91",41
88,Gloria,Glitherow,gglitherow2f@java.com,Female,29/03/2003,114.97.82.219,14/01/2019,8,1.0,Home,"€20,41",80
901,Fitzgerald,Batchan,fbatchanp0@tripod.com,Male,29/07/1933,,26/01/2019,6,,Health,"€4,31",71
635,Daloris,Wileman,dwilemanhm@uiuc.edu,Female,26/08/1995,70.217.147.105,15/01/2019,3,5.0,Shoes,"€4,83",112
450,Kenneth,Rozet,krozetch@nytimes.com,Male,15/05/1982,103.38.205.107,26/01/2019,4,2.0,Health,"€29,75",73
816,Jake,Garnam,jgarnammn@npr.org,Male,23/04/1937,124.224.210.85,16/01/2019,7,4.0,Home,"€10,34",82
917,Brit,Bisatt,bbisattpg@ustream.tv,Female,05/02/1979,214.130.163.255,18/01/2019,6,1.0,Toys,"€9,33",123
703,Kit,Kerslake,kkerslakeji@unicef.org,Male,19/05/1953,239.210.5.221,30/01/2019,5,,Baby,"€18,54",4
576,Sadye,Lieb,sliebfz@drupal.org,Female,01/03/1934,225.129.227.192,24/01/2019,4,5.0,Home,"€23,21",84
212,Sax,Magarrell,smagarrell5v@un.org,Male,24/07/2005,1.59.195.218,09/01/2019,4,2.0,Clothing,"€11,81",30
353,Walden,Roger,wroger9s@microsoft.com,Male,19/02/1982,41.101.52.247,19/01/2019,3,4.0,Home,"€11,37",81
5,Jany,Buessen,jbuessen4@vimeo.com,Female,08/04/1939,122.207.31.30,16/01/2019,3,3.0,Health,"€24,03",74
768,Gris,Dingwall,gdingwalllb@craigslist.org,Male,26/05/1952,176.138.228.74,12/01/2019,10,5.0,Shoes,"€7,96",111
436,Artie,Tacon,ataconc3@cbc.ca,Male,29/11/1978,171.51.193.151,10/01/2019,7,2.0,Clothing,"€8,72",30
734,Meade,Henner,mhennerkd@dyndns.org,Male,06/04/1982,168.42.87.25,27/01/2019,4,5.0,Grocery,"€25,25",64
80,Mei,Lockett,mlockett27@wsj.com,Female,02/01/1970,143.186.99.55,26/01/2019,10,4.0,Home,"€23,72",83
665,Annette,Leif,aleifig@examiner.com,Female,15/10/1989,150.251.169.158,09/01/2019,9,1.0,Movies,"€28,86",93
